"N.Registro";"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"24/000494";"Cafetería";"2ª - 1 Taza";"LA PLACE DU CAFE";"Calle PAIS LEONES (CC.ESPACIO LEON LOCAL 3 K 12  3º 3K";"24010";"León";"León";"LEON";"LEON";"696924125";"";"";"";"";"";"";"";"";"";
"47/000300";"Cafetería";"2ª - 1 Taza";"LA ENTRADA";"Calle DERECHA AL COSO 8";"47300";"Valladolid";"Peñafiel";"PEÑAFIEL";"PEÑAFIEL";"616981849";"";"";"";"";"";"65";"";"";"";
"34/000090";"Cafetería / Bar";"2ª - 1 Taza";"BAR TELECLUB";"Calle TRINQUETE 3";"34219";"Palencia";"Vertavillo";"VERTAVILLO";"VERTAVILLO";"607413467";"";"";"";"";"";"40";"";"";"Si";
"34/000091";"Cafetería";"1ª - 2 Tazas";"PAPA JOHNS";"Calle HIJAS DE LA CARIDAD 2";"34004";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"609850356";"";"";"ahormigos@pjespana.es";"";"";"";"";"";"Si";
"37/000417";"Cafetería";"2ª - 1 Taza";"ZENZOO";"Plaza DEL PESO 8";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"654334559";"";"";"jocelynfabi@gmail.com";"";"";"81";"";"";"";
"37/000418";"Cafetería";"1ª - 2 Tazas";"PAPA JOHN'S";"Calle GRAN VIA 70";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"609850356";"";"";"ahormigos@pjespana.es";"";"";"28";"";"";"Si";
"05/000178";"Cafetería";"1ª - 2 Tazas";"PAPA JOHN'S";"Calle AGUSTIN RODRIGUEZ SAHAGUN 50";"05003";"Ávila";"Ávila";"AVILA";"AVILA";"609850356";"";"";"ahormigos@pjespana.es";"";"";"";"-4,6766667";"40,6488889";"";
"09/000268";"Cafetería / Bar";"2ª - 1 Taza";"DG BURGOS CC MIRADOR DE BURGOS";"Carretera Santander, km. 2 - Local 1";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"914902805";"";"";"";"";"";"154";"";"";"Si";
"37/000419";"Cafetería / Bar";"2ª - 1 Taza";"SIDRERIA LA MINA";"Calle RUA DEL SOL 5";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"684614662";"";"";"";"";"";"22";"";"";"";
"05/000179";"Cafetería";"2ª - 1 Taza";"MAINHA";"Calle MORALEDA 5 D";"05430";"Ávila";"Adrada (La)";"ADRADA (LA)";"ADRADA (LA)";"656300841";"";"";"";"";"";"";"";"";"Si";
"05/000180";"Cafetería / Bar";"2ª - 1 Taza";"LA COLONIAL";"Plaza SANTA TERESA 14";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920250460";"269666931";"";"mariotoledano@hotmail.com";"";"";"45";"";"";"Si";
"24/000496";"Cafetería / Bar";"2ª - 1 Taza";"PUB CORAZON";"Plaza ANTONIO COLINAS 1";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"642945194";"";"";"";"";"";"";"";"";"";
"37/000420";"Cafetería";"2ª - 1 Taza";"SALÓN DE JUEGO IOCUS BÉJAR";"Calle OBISPO ZARRANZ Y PUEYO 4";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923403421";"637188023";"";"iocusbejar@gmail.com";"iocusbejar.negocio.site";"";"177";"";"";"";
"09/000269";"Cafetería / Bar";"1ª - 2 Tazas";"CENTRO SOCIAL VILLAS DEL ARLANZÓN";"Calle Urbanización Villas del Arlanzón s/n";"09197";"Burgos";"Villalbilla de Burgos";"VILLALBILLA DE BURGOS";"VILLALBILLA DE BURGOS";"601188824";"";"";"";"";"";"";"";"";"Si";
"37/000421";"Cafetería";"2ª - 1 Taza";"CHEVALIER";"Paseo DOCTOR TORRES VILLARROEL 38-40  BJº";"37006";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923255182";"625396132";"";"morob@hotmail.ces";"";"";"";"-5,662806";"40,973074";"";
"37/000422";"Cafetería";"2ª - 1 Taza";"CAFETERÍA SAYAGO";"Calle CANTERAS RECIAS 1";"37184";"Salamanca";"Villamayor";"VILLAMAYOR";"VILLAMAYOR";"660832479";"";"";"";"";"";"58";"";"";"";
"49/000145";"Cafetería / Bar";"2ª - 1 Taza";"EQUUS DURI";"Carretera FERMOSELLE,  KM. 12,4";"49272";"Zamora";"Pereruela";"PUEBLICA DE CAMPEAN";"*DISEMINADO*";"691341290";"";"";"igtaramona@gmail.com";"";"";"44";"";"";"";
"24/000498";"Cafetería / Bar";"2ª - 1 Taza";"VIA PRINCIPALIS";"Calle ANCHA 4";"24002";"León";"León";"LEON";"LEON";"987720962";"";"";"";"";"";"";"";"";"";
"40/000086";"Cafetería / Bar";"2ª - 1 Taza";"TABERNA RAFA - TERELU";"Calle ORIENTE 1";"40191";"Segovia";"Espirdo";"ESPIRDO";"ESPIRDO";"111111111";"";"";"";"";"";"32";"";"";"Si";
"47/000301";"Cafetería";"2ª - 1 Taza";"SANTAGLORIA";"Plaza PONIENTE 3";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983206007";"";"";"";"";"";"35";"";"";"";
"34/000093";"Cafetería / Bar";"2ª - 1 Taza";"MELI";"Calle GLORIA FUERTES 3";"34200";"Palencia";"Venta de Baños";"VENTA DE BAÑOS";"VENTA DE BAÑOS";"637374914";"";"";"";"";"";"53";"";"";"";
"05/000181";"Cafetería";"2ª - 1 Taza";"CAFETERIA PARIS";"Carretera DE CASILLAS 6";"05420";"Ávila";"Sotillo de la Adrada";"SOTILLO DE LA ADRADA";"SOTILLO DE LA ADRADA";"675119635";"";"";"";"";"";"80";"";"";"";
"37/000423";"Cafetería / Bar";"2ª - 1 Taza";"QUATRO";"Calle ALFONSO XIII 4";"37770";"Salamanca";"Guijuelo";"GUIJUELO";"GUIJUELO";"651806836";"";"";"";"";"";"20";"";"";"";
"47/000302";"Cafetería";"2ª - 1 Taza";"CENTRO JUBILADOS";"Calle HUMILLADERO 3";"47511";"Valladolid";"Siete Iglesias de Trabancos";"SIETE IGLESIAS DE TRABANCOS";"SIETE IGLESIAS DE TRABANCOS";"675499690";"";"";"";"";"";"165";"";"";"Si";
"47/000303";"Cafetería";"2ª - 1 Taza";"PICCADILLY COFFEE";"Paseo ZORRILLA (CC VALLSUR) 328  1 19";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"627598307";"";"";"";"";"";"17";"";"";"Si";
"34/000094";"Cafetería / Bar";"2ª - 1 Taza";"ESTACION DE AUTOBUSES";"Carretera DE ABIA 94";"34460";"Palencia";"Osorno la Mayor";"OSORNO";"OSORNO";"686878494";"";"";"tati.horse@gmail.com";"";"";"";"";"";"Si";
"05/000182";"Cafetería";"1ª - 2 Tazas";"EL GALLO KIRIKO";"Calle RONDA 2";"05369";"Ávila";"Narros del Castillo";"NARROS DEL CASTILLO";"NARROS DEL CASTILLO";"639630527";"";"";"dbr7220@yahoo.es";"";"";"31";"";"";"Si";
"37/000424";"Cafetería / Bar";"2ª - 1 Taza";"LAS PALMERAS";"Plaza MAYOR 2";"37200";"Salamanca";"Fuente de San Esteban (La)";"FUENTE DE SAN ESTEBAN (LA)";"FUENTE DE SAN ESTEBAN (LA)";"923440757";"600313876";"";"";"";"";"45";"";"";"Si";
"37/000425";"Cafetería";"2ª - 1 Taza";"MELIBEA";"Calle BALMES 3-5";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"615637190";"";"";"";"";"";"59";"-5,669227";"40,961193";"Si";
"37/000426";"Cafetería";"2ª - 1 Taza";"BOSSA NOVA";"Calle CLAVEL 6";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923935102";"";"";"sempersimulsa@gmail.com";"";"";"77";"";"";"";
"05/000184";"Cafetería";"2ª - 1 Taza";"PRODUCTOS DE LA TIERRA CEBREROS";"Calle TRAVESIA DE ESPAÑA 3";"05260";"Ávila";"Cebreros";"CEBREROS";"CEBREROS";"678536015";"";"";"muby_bar@outlook.com";"";"";"65";"-4,4644444";"40,4547222";"Si";
"37/000427";"Cafetería / Bar";"2ª - 1 Taza";"BAR EL CHIQUITÍN";"Calle JUAN DE LA CIERVA 4";"37188";"Salamanca";"Carbajosa de la Sagrada";"CARBAJOSA DE LA SAGRADA";"CARBAJOSA DE LA SAGRADA";"629977392";"";"";"";"";"";"75";"";"";"";
"37/000428";"Cafetería";"2ª - 1 Taza";"CAFETERÍA BRICOMART";"Avenida DE GALICIA S/N  BAJO";"37188";"Salamanca";"Carbajosa de la Sagrada";"CARBAJOSA DE LA SAGRADA";"CARBAJOSA DE LA SAGRADA";"657321730";"";"";"";"";"";"";"";"";"Si";
"05/000185";"Cafetería / Bar";"2ª - 1 Taza";"TIANFU";"Calle PEDRO DONIS 4";"05200";"Ávila";"Arévalo";"AREVALO";"AREVALO";"920252825";"693246179";"";"";"";"";"85";"";"";"";
"09/000270";"Cafetería";"2ª - 1 Taza";"ARTEYNATURAVALDIVIELSO";"Calle Icedo, 42";"09559";"Burgos";"Merindad de Valdivielso";"QUINTANA DE VALDIVIELSO";"QUINTANA DE VALDIVIELSO";"947303200";"";"";"info@arteynaturavaldivielso.org";"www.arteynaturavaldivielso.org";"";"40";"-3,5974";"42,84279";"";
"47/000304";"Cafetería";"2ª - 1 Taza";"D'TAPEO";"Calle BUENAVISTA 2";"47430";"Valladolid";"Pedrajas de San Esteban";"PEDRAJAS DE SAN ESTEBAN";"PEDRAJAS DE SAN ESTEBAN";"644481566";"";"";"sarayalvarito@hotmail.com";"";"";"90";"";"";"";
"37/000429";"Cafetería";"2ª - 1 Taza";"EL TRASTERO";"Plaza ESPAÑA 4";"37210";"Salamanca";"Vitigudino";"VITIGUDINO";"VITIGUDINO";"923501121";"";"";"";"";"";"99";"";"";"Si";
"47/000305";"Cafetería / Bar";"2ª - 1 Taza";"CAFÉ IBÉRICO";"Calle MONTERO CALVO 14";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983389864";"686056693";"";"miguel@sanjamon.com";"";"";"48";"";"";"Si";
"09/000272";"Cafetería / Bar";"2ª - 1 Taza";"ROYAL";"Calle Huerto del Rey 25";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"647972090";"";"";"";"";"";"40";"";"";"Si";
"09/000273";"Cafetería";"2ª - 1 Taza";"DONDE SABRINA";"Plaza Constitución 5";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"681147019";"";"";"";"";"";"69";"";"";"Si";
"05/000186";"Cafetería";"1ª - 2 Tazas";"CELULOIDE";"Calle SORPRESA 3";"05400";"Ávila";"Arenas de San Pedro";"ARENAS DE SAN PEDRO";"ARENAS DE SAN PEDRO";"693808627";"";"";"jakncyc@hotmail.com";"";"";"63";"";"";"";
"42/000116";"Cafetería / Bar";"2ª - 1 Taza";"AL BAR DE MAX";"Calle SANZ OLIVEROS 1";"42002";"Soria";"Soria";"SORIA";"SORIA";"658245048";"";"";"albardemax@gmail.com";"";"";"30";"";"";"";
"49/000146";"Cafetería";"2ª - 1 Taza";"EL GORDITO";"Calle COSTANILLA 10";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"609938098";"";"";"markesejos@hotmail.es";"";"";"25";"";"";"";
"37/000430";"Cafetería / Bar";"2ª - 1 Taza";"BAR PISCINAS MUNICIPALES DE ALBA DE YELTES";"Paraje LA DEHESA-COMPLEJO DEPORTIVO";"37478";"Salamanca";"Alba de Yeltes";"ALBA DE YELTES";"ALBA DE YELTES";"00000000";"";"";"";"";"";"30";"";"";"";
"42/000117";"Cafetería";"2ª - 1 Taza";"CAFE DE LA ESTACION";"Barrio ESTACION 20";"42230";"Soria";"Miño de Medinaceli";"MIÑO DE MEDINACELI";"MIÑO DE MEDINACELI";"975188747";"689139849";"";"info@casaruralabaceria.com";"";"";"43";"-2,5091667";"41,1913889";"";
"42/000118";"Cafetería / Bar";"2ª - 1 Taza";"ARGENTINA";"Calle SAGUNTO,2  entrada MANUEL VICENTE TUTOR ,1";"42002";"Soria";"Soria";"SORIA";"SORIA";"6363114889";"";"";"";"";"";"20";"";"";"";
"05/000187";"Cafetería";"2ª - 1 Taza";"SINGULAR BAKERY";"Avenida DOCTOR RODRIGUEZ MIÑON 3";"05420";"Ávila";"Sotillo de la Adrada";"SOTILLO DE LA ADRADA";"SOTILLO DE LA ADRADA";"625377901";"";"";"info@singularbakery.com";"";"";"";"";"";"";
"09/000274";"Cafetería / Bar";"2ª - 1 Taza";"LOS HERMANOS";"Plaza Mayor 21";"09550";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"VILLARCAYO";"VILLARCAYO";"667752063";"";"";"";"";"";"25";"";"";"";
"37/000432";"Cafetería / Bar";"2ª - 1 Taza";"YA-YA";"Calle LA LATINA 8";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"685338352";"";"";"yayasalamanca9@gmail.com";"";"";"85";"";"";"Si";
"49/000147";"Cafetería / Bar";"2ª - 1 Taza";"LA TAPILLA SIXTINA";"Avenida OBISPO ACUÑA 15";"49017";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"638851914";"980023997";"";"joseparras_vara@hotmail.com";"";"";"40";"";"";"";
"49/000148";"Cafetería / Bar";"2ª - 1 Taza";"EL CHARIL";"Calle del Pozo 13";"49144";"Zamora";"San Cebrián de Castro";"SAN CEBRIAN DE CASTRO";"SAN CEBRIAN DE CASTRO";"660420349";"";"";"jmsc41@gmail.com";"";"";"50";"";"";"Si";
"49/000149";"Cafetería / Bar";"2ª - 1 Taza";"PISCINA DE PINILLA";"Calle CAÑIZAL 8";"49028";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"605013973";"";"";"";"";"";"10";"";"";"Si";
"47/000306";"Cafetería / Bar";"2ª - 1 Taza";"VERDE OLIVA";"Plaza JUAN PABLO II 10";"47015";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"634723599";"";"";"alber2410@hotmail.com";"";"";"";"";"";"";
"49/000150";"Cafetería / Bar";"2ª - 1 Taza";"SUPERBESTIA";"Calle PUENTICA 3";"49031";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980880529";"655388009";"";"RURF99@HOTMAIL.COM";"www.SUPERBESTIA.ES";"";"38";"";"";"";
"09/000275";"Cafetería / Bar";"2ª - 1 Taza";"SUPERMERCADO";"Carretera Valladolid, 22";"09230";"Burgos";"Estépar";"ESTEPAR";"ESTEPAR";"615079838";"";"";"supermercado.estepar@gmail.com";"";"";"30";"";"";"Si";
"47/000307";"Cafetería / Bar";"2ª - 1 Taza";"DUNKIN COFFEE";"Paseo ZORRILLA (C.C. VALLSUR, LOCAL 15) S/N";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983223417";"952070682";"";"djodar@mrsur.com";"";"";"18";"";"";"Si";
"09/000276";"Cafetería";"2ª - 1 Taza";"TIA GILDA";"Calle Ramón y Cajal 69";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"670037669";"";"";"";"";"";"28";"";"";"";
"09/000277";"Cafetería";"2ª - 1 Taza";"COLOFÓN";"Paseo de la Audiencia 3  Bajo Iz";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"600285526";"";"";"";"";"";"17";"";"";"Si";
"47/000308";"Cafetería / Bar";"2ª - 1 Taza";"GAUDÍ";"Calle LA INDIA 4-6";"47007";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983351863";"";"";"yuste@gestores.net";"";"";"30";"";"";"Si";
"47/000309";"Cafetería";"2ª - 1 Taza";"MESETARIOS";"Plaza SALVADOR 2";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"686183690";"";"";"somosmesetarios@gmail.com";"";"";"30";"";"";"";
"37/000434";"Cafetería";"2ª - 1 Taza";"KFC";"Paseo DE LA ESTACIÓN, S/N, LOCALES 6-8-7 (C.C. VIALIA)";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"0";"";"";"";"WWW.KFC.COM";"";"";"-5,648801";"40,97194";"Si";
"40/000087";"Cafetería / Bar";"2ª - 1 Taza";"AUTENTICOS CYL";"Calle CALIXTO DEL RÍO 8";"40480";"Segovia";"Coca";"COCA";"COCA";"921050483";"";"";"AUTENTICOSCYL@GMAIL.COM";"";"";"26";"";"";"Si";
"47/000310";"Cafetería / Bar";"2ª - 1 Taza";"LIBRA";"Calle RAFAEL GIRALDO 4";"47400";"Valladolid";"Medina del Campo";"MEDINA DEL CAMPO";"MEDINA DEL CAMPO";"675809271";"";"";"arquitectura@jesuseliz.com";"";"";"28";"";"";"Si";
"09/000278";"Cafetería / Bar";"2ª - 1 Taza";"E.S. VALCARCE";"Calle Vendimia 2";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947511901";"";"";"";"";"";"25";"";"";"Si";
"09/000279";"Cafetería / Bar";"2ª - 1 Taza";"LA CUCAÑA";"Calle El Barrio, s/n";"09557";"Burgos";"Merindad de Valdeporres";"PUENTEDEY";"PUENTEDEY";"605515635";"";"";"veroetajose@gmail.com";"";"";"33";"";"";"Si";
"37/000435";"Cafetería / Bar";"2ª - 1 Taza";"LA MONTARAZA";"Calle LIRIO 1  BJº";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"628239391";"";"";"";"";"";"58";"";"";"";
"37/000436";"Cafetería";"2ª - 1 Taza";"DOMINO'S PIZZA";"Avenida PADRES PAULES S.N.";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"SANTA MARTA DE TORMES";"923015652";"";"";"";"";"";"62";"";"";"";
"09/000280";"Cafetería / Bar";"2ª - 1 Taza";"EL RINCÓN DE LA UNI";"Paseo De Los Comendadores (Complejo Hospital Militar), 6";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947256979";"";"";"noelia@aeasesores.es";"";"";"52";"-3,4308";"42,2024";"Si";
"47/000311";"Cafetería";"2ª - 1 Taza";"PIZZA HUT";"Calle MONASTERIO DE SANTO DOMINGO DE SILOS 6";"47015";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983000000";"";"";"";"";"";"";"";"";"";
"47/000312";"Cafetería / Bar";"2ª - 1 Taza";"CARIBOU";"Calle VERBENA 11";"47005";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"670952763";"";"";"";"";"";"47";"";"";"";
"47/000313";"Cafetería";"2ª - 1 Taza";"LA CASA DE ESTEBAN";"Calle HUELGAS 14";"47005";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"654718673";"";"";"estebanolmeda86@gmail.com";"";"";"82";"";"";"";
"42/000119";"Cafetería";"2ª - 1 Taza";"LA DULCERIA M&M";"Calle COLLADO 10 BA";"42002";"Soria";"Soria";"SORIA";"SORIA";"667069099";"";"";"";"";"";"26";"";"";"";
"47/000314";"Cafetería";"2ª - 1 Taza";"MESTIZO";"Calle MONASTERIO DE SANTO DOMINGO DE SILOS 6";"47015";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"650004670";"";"";"carlos_21_86@hotmail.com";"";"";"62";"";"";"Si";
"09/000281";"Cafetería";"2ª - 1 Taza";"PIZZA HUT";"Calle José María Codón 35";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947490027";"";"";"";"www.pizzahut.es";"";"69";"";"";"Si";
"49/000151";"Cafetería / Bar";"2ª - 1 Taza";"CERVECERIA DEL BUDA";"Calle PABLO MORILLO 19";"49013";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980529310";"980511462";"648780338";"arm.mazarinos@gmail.com";"";"";"44";"";"";"Si";
"40/000088";"Cafetería";"2ª - 1 Taza";"PIZZA HUT";"Calle JUAN BRAVO 9";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"000000000";"";"";"";"WWW.PIZZAHUT.ES";"";"115";"-4,12311";"40,94916";"";
"47/000315";"Cafetería";"2ª - 1 Taza";"TELEPIZZA";"Calle PARAÍSO 5   1B";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"916575882";"";"";"elena.langa@telepizza.com";"https://www.telepizza.es/";"";"49";"";"";"";
"37/000437";"Cafetería";"2ª - 1 Taza";"KFC";"Carretera de ALBA,6 (C.C. Capuchinos)";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"SANTA MARTA DE TORMES";"00";"";"";"admin@chariots.es";"www.kfc.com";"";"164";"-5,651637";"40,949117";"Si";
"47/000316";"Cafetería";"2ª - 1 Taza";"SANTANDER WORK CAFÉ";"Calle CONSTITUCIÓN 8";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"912894078";"658969421";"";"licenciasyrequerimientos@gruposantander.com";"";"";"22";"";"";"Si";
"09/000282";"Cafetería / Bar";"2ª - 1 Taza";"NAIN";"Calle MIguel de Cervantes, 2";"09580";"Burgos";"Valle de Mena";"VILLASANA DE MENA";"VILLASANA DE MENA";"947458148";"";"";"cafeterianain@gmail.com";"";"";"60";"";"";"Si";
"47/000317";"Cafetería / Bar";"1ª - 2 Tazas";"PROYECTO GRILL";"Calle  PALOMARES 10";"47420";"Valladolid";"Íscar";"ISCAR";"ISCAR";"983654117";"667412450";"";"";"";"";"82";"";"";"Si";
"34/000096";"Cafetería / Bar";"2ª - 1 Taza";"CAFE BAR PLAZA";"Calle JUAN DE BALMASEDA 6  BJ";"34004";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"658293306";"";"";"";"";"";"";"";"";"";
"47/000318";"Cafetería / Bar";"2ª - 1 Taza";"COMMA";"Calle PLATA 41";"47012";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983267086";"686205636";"";"";"";"";"50";"";"";"";
"09/000283";"Cafetería / Bar";"1ª - 2 Tazas";"LA SORBONA";"Calle Sorbona, 1";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"663679328";"";"";"lasorbona@hotmail.es";"www.lasorbona.es";"";"36";"";"";"Si";
"37/000438";"Cafetería";"2ª - 1 Taza";"PIZZA HUT";"Calle CONCEJO 5  BJº";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923106016";"";"";"";"www.pizzahut.es";"";"45";"-5,664444";"40,96569";"";
"37/000439";"Cafetería";"2ª - 1 Taza";"TELEPIZZA";"Avenida DE PORTUGAL 106  BJº";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923221012";"";"";"";"www.telepizza.com";"";"115";"-5,66176";"40,97223";"";
"49/000152";"Cafetería / Bar";"2ª - 1 Taza";"BURGUER COUNTRY";"Calle DIEGO DE LOSADA 2";"49018";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"682570189";"";"";"burguercountryzamora@gmail.com";"";"";"72";"";"";"";
"47/000319";"Cafetería";"1ª - 2 Tazas";"ORYGENES";"Plaza SAN NICOLÁS 11";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"678129663";"661586105";"";"";"";"";"70";"";"";"";
"24/000501";"Cafetería";"1ª - 2 Tazas";"LA NAVE CENTRO DE ESCALADA";"Calle MAESTRO JUSQUIN 30";"24008";"León";"León";"LEON";"LEON";"650628150";"";"";"";"";"";"30";"";"";"";
"47/000320";"Cafetería / Bar";"1ª - 2 Tazas";"VELVET";"Plaza ESPAÑA 1";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983203145";"696491326";"";"mgasesores@gomezarevalo.es";"";"";"43";"";"";"";
"47/000321";"Cafetería / Bar";"2ª - 1 Taza";"QUEVEDO";"Calle VASIJEROS 31";"47160";"Valladolid";"Portillo";"PORTILLO";"PORTILLO";"983556454";"638546458";"";"cristinaaqsa@gmail.com";"";"";"40";"";"";"";
"09/000284";"Cafetería";"2ª - 1 Taza";"LA CASA DE HAZA";"Plaza La Fuente, 1";"09463";"Burgos";"Haza";"HAZA";"HAZA";"625516255";"";"";"hola@lacasadehaza.com";"";"";"23";"";"";"Si";
"47/000322";"Cafetería / Bar";"2ª - 1 Taza";"SIBUYA URBAN SUSHI";"Calle DUQUE DE LA VICTORIA 14";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"987799100";"674779511";"";"contabilidad@sibuya.es";"";"";"80";"";"";"";
"34/000097";"Cafetería / Bar";"2ª - 1 Taza";"EL CASERIO";"Calle Los Soldados 9";"34002";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"656444957";"";"";"";"";"";"45";"";"";"Si";
"49/000153";"Cafetería / Bar";"2ª - 1 Taza";"CHIRINGUITO ""PLAYA DE VILLARDECIERVOS""";"Paraje Playa de los Molinos s/n";"49562";"Zamora";"Villardeciervos";"VILLARDECIERVOS";"VILLARDECIERVOS";"619950557";"";"";"codegarcres1990@gmail.com";"";"";"10";"";"";"Si";
"09/000285";"Cafetería";"2ª - 1 Taza";"MAMA SAVARIN";"Paseo Regino Sainz de la Maza, 6";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"622911225";"";"";"belenmaestre89@gmail.com";"";"";"40";"";"";"";
"05/000190";"Cafetería / Bar";"2ª - 1 Taza";"LA PARADA";"Calle SAN ISIDRO 4";"05192";"Ávila";"Serrada (La)";"SERRADA (LA)";"SERRADA (LA)";"605686687";"";"";"candelasgarciazazo@gmail.com";"";"";"32";"";"";"Si";
"09/000286";"Cafetería";"2ª - 1 Taza";"LA FLORIDA";"Avenida Mencía de Velasco 15";"09240";"Burgos";"Briviesca";"BRIVIESCA";"BRIVIESCA";"947591237";"";"";"";"";"";"43";"";"";"Si";
"09/000287";"Cafetería / Bar";"2ª - 1 Taza";"CAFETERÍA SARRALDE";"Calle Santa María Bajera 2";"09240";"Burgos";"Briviesca";"BRIVIESCA";"BRIVIESCA";"947256979";"";"";"";"";"";"40";"";"";"Si";
"49/000155";"Cafetería";"1ª - 2 Tazas";"LA TAHONA";"Plaza La Madera 1";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"608570201";"";"";"vanemarques20@gmail.com";"";"";"20";"";"";"Si";
"09/000288";"Cafetería / Bar";"2ª - 1 Taza";"CHURRERÍA LA MADRILEÑA";"Plaza del Mediterráneo, 3";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947068153";"619859072";"";"luisab59@gmail.com";"";"";"46";"";"";"Si";
"09/000289";"Cafetería / Bar";"2ª - 1 Taza";"VALTERRIA";"Calle La Serna, s/n";"09574";"Burgos";"Merindad de Valdeporres";"PEDROSA";"PEDROSA";"605717794";"947640161";"";"martadocando@gmail.com";"";"";"50";"";"";"Si";
"09/000290";"Cafetería / Bar";"2ª - 1 Taza";"DULCE TENTACIÓN";"Calle Puente Gasset, 4 local 2";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"685954114";"";"";"";"";"";"35";"";"";"Si";
"05/000191";"Cafetería";"2ª - 1 Taza";"WAKAYA POKE BAR";"Avenida JUAN CARLOS I  - CC. EL BULEVAR - LOCAL 71-72 45";"05004";"Ávila";"Ávila";"AVILA";"AVILA";"659537626";"";"";"";"";"";"23";"";"";"Si";
