"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"49/000678";"Restaurante / Bar";"4ª - 1 Tenedor";"";"AS DE COPAS";"Calle ERAS 1";"49626";"Zamora";"Santa Croya de Tera";"SANTA CROYA DE TERA";"SANTA CROYA DE TERA";"603704176";"";"";"";"";"";"48";"";"";"Si";
"49/000679";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"12#Gastrobar#|";"LUPYS GASTROBAR";"Plaza SAN MARTIN 19  BA";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"615597433";"";"";"lupyspm@gmail.com";"";"";"59";"";"";"Si";
"49/000680";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA ESQUINA DE COLÁS";"Plaza MAYOR 24";"49800";"Zamora";"Toro";"TORO";"TORO";"980683131";"";"";"";"";"";"36";"";"";"";
"49/000681";"Restaurante";"3ª - 2 Tenedores";"8#Asador#|";"EL BRASERO";"Carretera VILLACASTIN-VIGO 14";"49024";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"696948046";"";"";"asadorelbrasero@gmail.com";"";"";"70";"";"";"Si";
"47/001182";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA FUNDICIÓN";"Avenida SALAMANCA 110";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"609356652";"";"";"broco.e.hijos@gmail.com";"";"";"331";"";"";"Si";
"05/000776";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL DUENDE";"Calle LOS ROSALES 60";"05440";"Ávila";"Piedralaves";"PIEDRALAVES";"PIEDRALAVES";"918665678";"";"";"elduendepiedralaves@gmail.com";"";"";"107";"";"";"Si";
"34/000523";"Restaurante";"4ª - 1 Tenedor";"";"TBO SNACK & DINNER";"Calle COLÓN 42";"34002";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979042018";"";"";"";"";"";"92";"";"";"";
"09/001124";"Restaurante / Bar";"3ª - 2 Tenedores";"";"CASA ESTELA";"Calle La Cuesta, 8";"09145";"Burgos";"Valle de Sedano";"ORBANEJA DEL CASTILLO";"ORBANEJA DEL CASTILLO";"616952755";"";"";"estelaibarretxe@hotmail.es";"";"";"67";"";"";"";
"34/000524";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MONACO";"Avenida MODESTO LAFUENTE 9  BAJO";"34002";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"603381574";"";"";"";"";"";"";"";"";"";
"49/000683";"Restaurante";"4ª - 1 Tenedor";"";"PIZZBIT";"Calle SANTA TERESA 30";"49011";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980160215";"";"";"pizzbitzamora@yahoo.es";"";"";"9";"";"";"Si";
"37/001068";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"EL CRUCE";"Avenida PORTUGAL 2";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923051811";"";"";"";"";"";"";"";"";"Si";
"09/001125";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LAS MACHORRAS";"Calle Río Seco 6";"09566";"Burgos";"Espinosa de los Monteros";"ESPINOSA DE LOS MONTEROS";"ESPINOSA DE LOS MONTEROS";"608480856";"";"";"";"";"";"45";"";"";"";
"24/001647";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"EL FERIAL";"Paraje LAS ROZAS (MERCADO DE GANADOS) S/N";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"670032843";"";"";"";"";"";"";"";"";"";
"49/000684";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"ESTRELLA DE LUBIAN";"Calle MANUEL FABREGA COHELLO 66";"49570";"Zamora";"Lubián";"LUBIAN";"LUBIAN";"609551877";"609551877";"";"cesrrz@gmail.com";"";"";"26";"";"";"Si";
"42/000460";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LOS MARIACHIS";"Calle CENTRO COMERCIAL CAMARETAS-PLANTA 0- LOCAL 15";"42190";"Soria";"Golmayo";"GOLMAYO";"URBANIZACIÓN LAS CAMARETAS";"665851430";"620417160";"";"caracol79@live.com";"";"";"53";"";"";"Si";
"37/001069";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"CONDE RODRIGO I";"Plaza SAN SALVADOR 7  BAJO";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923461404";"";"";"";"";"";"205";"";"";"Si";
"49/000685";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA TINTA";"Plaza MAYOR 2  B";"49800";"Zamora";"Toro";"TORO";"TORO";"980691020";"617225696";"";"";"";"";"36";"";"";"";
"37/001070";"Restaurante";"4ª - 1 Tenedor";"";"BURGER KING";"Calle COLUMNAS 4";"37198";"Salamanca";"Carbajosa de la Sagrada";"CARBAJOSA DE LA SAGRADA";"CARBAJOSA DE LA SAGRADA";"923707900";"";"";"bkcarbajosa.tartagal@gmail.com";"";"";"116";"";"";"";
"47/001183";"Restaurante";"4ª - 1 Tenedor";"";"GOIKO GRILL";"Calle DUQUE DE LA VICTORIA 5";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"636284556";"910609911";"";"administracion@goikogrill.com";"www.goikogrill.com";"";"98";"";"";"Si";
"24/001649";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LOYALTY STREET";"Avenida LEALTAD 2  BJ";"24404";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987405664";"";"";"CORREO@PEREZALONSOCONSULTORES.COM";"";"";"";"";"";"";
"24/001650";"Restaurante / Bar";"4ª - 1 Tenedor";"";"THE CLUB HOUSE";"Avenida DEL PAIS LEONES, 12, (LOCAL 3.12) 12  3";"24010";"León";"León";"LEON";"LEON";"987875076";"";"";"";"";"";"";"";"";"";
"47/001184";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA COMPETENCIA";"Plaza RINCONADA 8";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983503477";"";"";"";"";"";"91";"";"";"";
"47/001185";"Restaurante";"4ª - 1 Tenedor";"";"CIELITO MIO LA REVOLUCION";"Calle SOLANILLA 3";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"664221414";"";"";"";"";"";"42";"";"";"";
"34/000526";"Restaurante";"4ª - 1 Tenedor";"";"DOMINOS PIZZA";"Calle HIJAS DE LA CARIDAD 1";"34004";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979990658";"";"";"dppalencia2@zena.com";"WWW.DOMINOSPIZZA.ES";"";"77";"";"";"";
"05/000777";"Restaurante / Bar";"3ª - 2 Tenedores";"12#Gastrobar#|";"GASTRO BAR EL DIARIO";"Calle OBISPO ACUÑA 2";"05003";"Ávila";"Ávila";"AVILA";"AVILA";"658972988";"";"";"gastrobareldiario@gmail.com";"";"";"67";"";"";"";
"05/000778";"Restaurante";"3ª - 2 Tenedores";"";"INCLUSIVO EL COBIJO";"Avenida DE LOS DERECHOS HUMANOS 11";"05003";"Ávila";"Ávila";"AVILA";"AVILA";"920352732";"";"";"jefedeadministracion@asociacionfaema.org";"";"";"";"";"";"Si";
"49/000687";"Restaurante / Bar";"4ª - 1 Tenedor";"";"SAMBER II";"Carretera BERMILLO-FONFRIA 1  B 2";"49253";"Zamora";"Moralina";"MORALINA";"MORALINA";"607492456";"";"";"chuszamora@hotmail.com";"";"";"90";"";"";"";
"47/001186";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"PAPILLÓN";"Calle MIGUEL ÁNGEL BLANCO 3";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"670952763";"";"";"";"";"";"70";"";"";"";
"47/001187";"Restaurante / Cafetería / Bar";"2ª - 3 Tenedores";"";"LA MARUQUESA";"Calle CANAL 2-4";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"608911830";"";"";"";"";"";"136";"";"";"";
"37/001071";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA RIBERA";"Calle Silvestre Sánchez Sierra 5";"37110";"Salamanca";"Aldearrodrigo";"ALDEARRODRIGO";"ALDEARRODRIGO";"679690334";"";"";"";"";"";"";"";"";"";
"24/001651";"Restaurante";"4ª - 1 Tenedor";"";"LA PICCOLA STANZA";"Calle SIERRA PAMBLEY LOCAL 3 1";"24003";"León";"León";"LEON";"LEON";"609764067";"";"";"";"";"";"";"";"";"";
"24/001652";"Restaurante";"4ª - 1 Tenedor";"";"LA COLCHONERIA RUSTIC BURGUER LOCAL 1";"Calle SIERRA PAMBLEY 1";"24003";"León";"León";"LEON";"LEON";"609764067";"";"";"";"";"";"";"";"";"";
"47/001188";"Restaurante / Cafetería / Bar";"3ª - 2 Tenedores";"";"EL TORNO";"Calle CORRO DEL ASADO 1";"47800";"Valladolid";"Medina de Rioseco";"MEDINA DE RIOSECO";"MEDINA DE RIOSECO";"627274339";"";"";"";"";"";"";"";"";"";
"05/000779";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"PLAZA DE ZURRAQUIN";"Plaza ZURRAQUIN 1";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920223680";"";"";"cafezurraquin@yahoo.es";"";"";"66";"";"";"Si";
"49/000688";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"CREPERÍA MEDIA LUNA";"Ronda LA FERIA 23";"49005";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"639088885";"";"";"emanuel.lebiezun@hotmail.com";"";"";"54";"";"";"";
"47/001189";"Restaurante";"4ª - 1 Tenedor";"";"BURGER KING";"Plaza MAYOR 15";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"609538260";"";"";"";"";"";"189";"";"";"";
"42/000461";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CAFE LA ISLA";"Calle RONDA ELOY SANZ VILLA 2  BAJO";"42002";"Soria";"Soria";"SORIA";"SORIA";"647708462";"";"";"samaingastro@gmail.com";"";"";"110";"";"";"";
"24/001653";"Restaurante / Bar";"4ª - 1 Tenedor";"";"TABERNA EL GRIFO";"Plaza SANTA MARIA DEL CAMINO 9  1";"24003";"León";"León";"LEON";"LEON";"987177428";"";"";"INFO@VINOSGRIFO.COM";"WWW.VINOSGRIFO.COM";"";"";"";"";"";
"09/001126";"Restaurante / Bar";"3ª - 2 Tenedores";"";"DH ITALIANO";"Calle Castilla y León 144 -Centro Comercial Camino de la Plata";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"600557557";"";"";"";"";"";"120";"-3,682325";"42,349275";"Si";
"49/000690";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL CRUCE";"Calle MARTIN 82";"49516";"Zamora";"Trabazos";"TRABAZOS";"TRABAZOS";"980681094";"609757170";"";"hostalcrucetra@hotmail.com";"";"";"196";"";"";"Si";
"37/001073";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA PEQUEÑA ESTACIÓN";"Calle ESTACIÓN COLONIA DE LA ESTACIÓN 3";"37720";"Salamanca";"Puerto de Béjar";"PUERTO DE BEJAR";"PUERTO DE BEJAR";"605880052";"";"";"laestacionpb@hotmail.com";"";"";"60";"-5,8455556";"40,3413889";"Si";
"37/001074";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"HOTEL DE MONTAÑA EL TRAVIESO";"Carretera de la PLATAFORMA DE CANDELARIO S.N.";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"695808976";"";"";"infohoteltravieso@gmail.com";"ww.hoteltravieso.com";"";"80";"";"";"Si";
"05/000780";"Restaurante / Salón banquete / Cafetería";"3ª - 2 Tenedores";"";"EL MIRLO BLANCO";"Carretera DE CANDELEDA A MADRIGAL DE LA VERA, KM. 2.1 (Cerro Crespo parcela 13 poligono 16)";"05480";"Ávila";"Candeleda";"CANDELEDA";"*DISEMINADO*";"920104000";"658693455";"";"virginiarubioescribano@gmail.com";"";"";"";"";"";"Si";
"34/000527";"Restaurante / Bar";"4ª - 1 Tenedor";"";"NATURALE";"Calle COLLANTES 15";"34120";"Palencia";"Carrión de los Condes";"CARRION DE LOS CONDES";"CARRION DE LOS CONDES";"659161520";"";"";"";"";"";"90";"";"";"";
"24/001655";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"CATALEYA";"Calle CRUZ ROJA DE LEON 10";"24008";"León";"León";"LEON";"LEON";"666547902";"";"";"";"";"";"91";"";"";"";
"09/001127";"Restaurante / Cafetería / Bar";"3ª - 2 Tenedores";"";"LA PARRILLA DONDE AURELIO";"Avenida Portugal, 15";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"659179132";"";"";"aurvinsl@hotmail.com";"";"";"100";"";"";"Si";
"34/000528";"Restaurante / Salón banquete / Cafetería";"3ª - 2 Tenedores";"";"MIRADOR DEL GOLF";"Plaza CAMPO DE GOLF S/N  BJ";"34192";"Palencia";"Grijota";"GRIJOTA";"GRIJOTA";"979766127";"";"";"";"";"";"";"";"";"";
"09/001128";"Restaurante / Bar";"4ª - 1 Tenedor";"";"BRASA AWAY PADILLA";"Calle Carrequemada 10";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"640807063";"";"";"";"";"";"52";"";"";"";
"05/000781";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA ESCUELA";"Carretera VENTA DEL OBISPO 11";"05123";"Ávila";"Navalosa";"NAVALOSA";"NAVALOSA";"920299352";"625598321";"";"escuela.restaurante@gmail.com";"";"";"77";"";"";"";
"42/000462";"Restaurante";"4ª - 1 Tenedor";"";"DOMINO'S PIZZA";"Plaza PORTILLO 2";"42001";"Soria";"Soria";"SORIA";"SORIA";"975750421";"";"";"";"";"";"72";"";"";"";
"37/001075";"Restaurante / Salón banquete / Cafetería / Bar";"1ª - 4 Tenedores";"";"RESTAURANTE EL MONJE";"Calle ARROYO DE SANTO DOMINGO 3";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923262296";"";"";"palaciosanesteban@hospes.com";"www.hospes.com";"";"150";"";"";"Si";
"09/001131";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL RINCÓN DE SARA";"Plaza Avelino Antolín Toledano, 9";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"659382355";"";"";"";"";"";"45";"-3,661212";"42,349324";"";
"37/001076";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"CUARTON INES LUNA";"Carretera SA-315.-VITIGUDINO-LA FUENTE DE SAN ESTEBAN Km 22,4 (FINCA EL CUARTON)";"37216";"Salamanca";"Pozos de Hinojo";"TRAGUNTIA";"TRAGUNTIA";"923169464";"";"";"carluna@gmail.com";"";"";"40";"";"";"Si";
"34/000530";"Restaurante";"3ª - 2 Tenedores";"8#Asador#|";"LA TERCIA DEL CERRATO";"Calle LA IGLESIA 1";"34219";"Palencia";"Cubillas de Cerrato";"CUBILLAS DE CERRATO";"CUBILLAS DE CERRATO";"979182352";"";"";"";"";"";"66";"";"";"Si";
"24/001656";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MISSOURI";"Avenida DE GALICIA 306";"24411";"León";"Ponferrada";"FUENTES NUEVAS";"FUENTES NUEVAS";"987455317";"";"";"";"";"";"";"";"";"";
"09/001133";"Restaurante / Bar";"3ª - 2 Tenedores";"";"MAR DEL NORTE";"Calle Santa Cruz 25";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947020504";"665775455";"";"";"";"";"119";"-3,697001";"42,337132";"Si";
"37/001077";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MARISOL";"Carretera ENCINAS-CANTALAPIEDRA 29  BJ";"37330";"Salamanca";"Babilafuente";"BABILAFUENTE";"BABILAFUENTE";"656537235";"";"";"";"";"";"25";"";"";"Si";
"49/000692";"Restaurante / Salón banquete / Bar";"Lujo - 5 Tenedores";"10#Restaurante-bodega#|";"BODEGA LATARCE";"Carretera MEDINA DE RIOSECO, KM. 1";"49800";"Zamora";"Toro";"TORO";"TORO";"980564096";"";"";"info@bodegalatarce.com";"www.bodegalatarce.com";"";"268";"";"";"Si";
"49/000693";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"LA HERRERIA";"Calle LOS HERREROS 1";"49001";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"695033417";"";"";"wifis981@gmail.com";"";"";"38";"";"";"";
"49/000694";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"SAN MARTIN";"Calle SOR DOSITEA 8  BJ";"49001";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"663682676";"";"";"pattymb77@hotmail.es";"";"";"34";"";"";"";
"37/001078";"Restaurante";"4ª - 1 Tenedor";"";"BOWIES AND DEVORA";"Calle CLAVEL 9";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923009025";"";"";"facturacionsalamanca@bowies.es";"";"";"54";"-5,6622934";"40,9650579";"Si";
"37/001079";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"LAS CAVENES DEL CABACO";"Calle PEÑA DE FRANCIA 5  BJº";"37621";"Salamanca";"Cabaco (El)";"CABACO (EL)";"CABACO (EL)";"660426500";"";"";"cavenesdelcabaco@yahoo.com";"";"";"42";"";"";"Si";
"37/001080";"Restaurante / Bar";"3ª - 2 Tenedores";"";"BAR CARLOS";"Carretera CACERES 17";"37520";"Salamanca";"Bodón (El)";"BODON (EL)";"BODON (EL)";"923486048";"";"";"";"";"";"57";"";"";"";
"24/001657";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA POSADA DEL DRUIDA";"Calle REAL S/N";"24722";"León";"Santa Colomba de Somoza";"FONCEBADON";"FONCEBADON";"987053928";"";"";"";"";"";"";"";"";"Si";
"09/001134";"Restaurante / Cafetería / Bar";"3ª - 2 Tenedores";"";"VALTARRANZ";"Calle El Rebollar 10";"09569";"Burgos";"Merindad de Montija";"NOCECO";"NOCECO";"947562621";"";"";"";"";"";"28";"";"";"Si";
"05/000783";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL VIVO-COYA";"Camino MAMBLAS 1";"05220";"Ávila";"Madrigal de las Altas Torres";"MADRIGAL DE LAS ALTAS TORRES";"MADRIGAL DE LAS ALTAS TORRES";"647829395";"";"";"";"";"";"34";"";"";"Si";
"34/000531";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA `PUERTA";"Plaza ESPAÑA 3";"34820";"Palencia";"Barruelo de Santullán";"BARRUELO DE SANTULLAN";"BARRUELO DE SANTULLAN";"979606256";"658600677";"";"";"";"";"50";"";"";"Si";
"05/000784";"Restaurante";"4ª - 1 Tenedor";"";"EL POZO";"Calle REAL DE ARRIBA 5  LC";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"687720733";"";"";"";"";"";"44";"";"";"";
"24/001658";"Restaurante / Bar";"3ª - 2 Tenedores";"";"VALDESOGO";"Calle CARNICERIAS 3";"24003";"León";"León";"LEON";"LEON";"660458099";"";"";"";"";"";"71";"";"";"";
"49/000696";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CURRO";"Calle RIO TERA 9";"49624";"Zamora";"Micereces de Tera";"MICERECES DE TERA";"MICERECES DE TERA";"674468877";"980646236";"";"babicuman@yahoo.com";"";"";"80";"";"";"";
"49/000697";"Restaurante / Cafetería / Bar";"3ª - 2 Tenedores";"12#Gastrobar#|";"VILLA LUCERNA";"Polígono POLIGONO 4, PARCELA 2880";"49361";"Zamora";"Galende";"VIGO";"*DISEMINADO*";"636238159";"980046017";"";"hotel@villalucerna.com";"www.villalucerna.com";"";"160";"";"";"Si";
"49/000698";"Restaurante / Bar";"3ª - 2 Tenedores";"9#Mesón#|";"EL CHIRINGUITO";"Calle BELLAVISTA 40";"49155";"Zamora";"Bóveda de Toro (La)";"BOVEDA DE TORO (LA)";"BOVEDA DE TORO (LA)";"669363972";"";"";"mhilario@telefonica.net";"";"";"70";"";"";"Si";
"42/000463";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON EL PORTALON";"Calle REAL 2";"42140";"Soria";"San Leonardo de Yagüe";"SAN LEONARDO DE YAGÜE";"SAN LEONARDO DE YAGÜE";"697453233";"";"";"angelortego4@gmail.com";"";"";"70";"";"";"";
"34/000532";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"HOTEL RURAL OASIBETH";"Calle FRANCESA 20";"34440";"Palencia";"Frómista";"FROMISTA";"FROMISTA";"979183458";"";"";"";"";"";"22";"-4,402932";"42,26897";"Si";
"24/001659";"Restaurante / Bar";"4ª - 1 Tenedor";"9#Mesón#|";"EL BORDON";"Calle EL CALLEJON 5";"24413";"León";"Molinaseca";"MOLINASECA";"MOLINASECA";"622317525";"";"";"";"";"";"";"";"";"";
"24/001660";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA  PERALA";"Camino SAHAGUN S/N";"24325";"León";"Bercianos del Real Camino";"BERCIANOS DEL REAL CAMINO";"BERCIANOS DEL REAL CAMINO";"685817699";"";"";"";"";"";"";"";"";"";
"40/000735";"Restaurante / Bar";"4ª - 1 Tenedor";"12#Gastrobar#|";"EL BATIHOJA";"Plaza SAN ESTEBAN 13";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"958167377";"";"";"";"";"";"52";"";"";"Si";
"24/001661";"Restaurante";"4ª - 1 Tenedor";"";"LAS MEIGAS DE JOSEMA";"Avenida MANUEL FRAGA IRIBARNE 84";"24413";"León";"Molinaseca";"MOLINASECA";"MOLINASECA";"630450795";"";"";"";"";"";"43";"";"";"";
"37/001081";"Restaurante";"4ª - 1 Tenedor";"";"D'MARÍA COCINA PERUANA";"Calle CUESTA SANCTI SPIRITUS 1 1 1 BAJO";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923206291";"";"";"";"";"";"";"-5,660002";"40,965295";"";
"37/001082";"Restaurante";"4ª - 1 Tenedor";"";"D'MARIA COCINA PERUANA";"Calle CUESTA SANCTI SPIRITUS 1 1 1 BAJO";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923 206291";"";"";"";"";"";"";"";"";"";
"47/001190";"Restaurante / Bar";"4ª - 1 Tenedor";"";"PIZZERIA DELICIAS";"Calle ARCA REAL (PZA. LOLA HERRERA) 63";"47013";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"678400938";"";"";"asemposacentro@hotmail.com";"";"";"85";"";"";"";
"09/001135";"Restaurante";"4ª - 1 Tenedor";"";"PULPERÍA EL VALLE";"Calle Paralela (CC El Valle), 1";"09580";"Burgos";"Valle de Mena";"VILLASANA DE MENA";"VILLASANA DE MENA";"682688197";"";".";"luferdi2018@gmail.com";"";"";"80";"";"";"Si";
"49/000699";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"LA  GASOLINERA DE CASTRO";"Carretera cARRETERA 525 kM. 84,300";"49396";"Zamora";"Cobreros";"CASTRO DE SANABRIA";"*DISEMINADO*";"980620291";"";"";"";"";"";"";"";"";"Si";
"42/000464";"Restaurante";"2ª - 3 Tenedores";"";"EL CUARTEL CASA PALACIEGA";"Calle SAN ROMAN 2";"42240";"Soria";"Medinaceli";"MEDINACELI";"CENTRO";"659092983";"";"";"anuskamaria@telefonica.net";"";"";"34";"";"";"Si";
"49/000700";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ABETO ROJO";"Calle ALTASANGRE 2";"49630";"Zamora";"Villalpando";"VILLALPANDO";"VILLALPANDO";"980660419";"";"";"AFELIZALLENDE@GMAIL.COM";"";"";"40";"";"";"Si";
"09/001137";"Restaurante";"4ª - 1 Tenedor";"";"CHAMBERÍ";"Calle La Paloma, 24";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"680122523";"";"";"sociedades@qualitasasesores.com";"";"";"85";"-3,70334";"42,340921";"Si";
"40/000736";"Restaurante";"2ª - 3 Tenedores";"8#Asador#|";"LAS BRASAS";"Carretera DE MADRID 35";"40109";"Segovia";"Real Sitio de San Ildefonso";"VALSAIN";"VALSAIN";"921478720";"639624380";"";"BRASASVALSAIN@HOTMAIL.COM";"";"";"";"";"";"";
"34/000534";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA TERRAZA DE VILLALOBON";"Avenida LA TEJERA S/N";"34419";"Palencia";"Villalobón";"VILLALOBON";"VILLALOBON";"979000000";"";"";"";"";"";"50";"";"";"Si";
"42/000465";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL BALCON DE TERA";"Calle LA PLAZA 1";"42164";"Soria";"Almarza";"TERA";"TERA";"642689531";"";"";"";"";"";"55";"";"";"";
"47/001191";"Restaurante";"4ª - 1 Tenedor";"";"BURGER KING";"Avenida BURGOS 25";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"914685433";"";"";"";"";"";"118";"";"";"Si";
"24/001662";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LAS PUENTES";"Calle CARRETERA DE ASTORGA 3";"24413";"León";"Molinaseca";"RIEGO DE AMBROS";"RIEGO DE AMBROS";"638470445";"";"";"";"";"";"27";"";"";"";
"09/001138";"Restaurante";"4ª - 1 Tenedor";"";"BURGER KING";"Calle Vitoria - nave 1- Polígono Ind. Gamonal 258";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"692727301";"";"";"";"";"";"300";"-3,662143";"42,355129";"Si";
"09/001139";"Restaurante / Bar";"2ª - 3 Tenedores";"";"SAN LORENZO";"Calle Mayor 20";"09120";"Burgos";"Villadiego";"VILLADIEGO";"VILLADIEGO";"699054898";"";"";"";"";"";"46";"";"";"Si";
"42/000467";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"MENA";"Plaza BERNARDO ROBLES 5  BAJO";"42002";"Soria";"Soria";"SORIA";"SORIA";"620297051";"";"";"";"";"";"126";"";"";"Si";
"37/001083";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"CAFÉ-BAR CURRICAN";"Avenida SAN AGUSTÍN 2  BJº";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"663278944";"";"";"";"";"";"";"";"";"";
"37/001084";"Restaurante / Bar";"3ª - 2 Tenedores";"8#Asador#|";"RESTAURANTE BAR CASTILLA";"Plaza MAYOR 15  BJº";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923498113";"";"";"";"";"";"150";"";"";"";
"09/001140";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CAFÉ MI BAR";"Calle Filomena Huerta, 5";"09660";"Burgos";"Salas de los Infantes";"SALAS DE LOS INFANTES";"SALAS DE LOS INFANTES";"697605254";"";"";"cafemibarsalas@gmail.com";"";"";"38";"";"";"Si";
"40/000737";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"EL PILAR";"Carretera N-VI KM. 84";"40150";"Segovia";"Villacastín";"VILLACASTIN";"VILLACASTIN";"637310670";"";"";"INFO@ASESORIAERAS.ES";"";"";"";"";"";"";
"49/000702";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL LOBO FEROZ";"Calle REAL 3";"49594";"Zamora";"Manzanal de Arriba";"MANZANAL DE ARRIBA";"MANZANAL DE ARRIBA";"622047942";"";"";"xandritaf13@hotmail.com";"";"";"30";"";"";"Si";
